127.0.0.1 - - [22/Apr/2020:14:49:48 +0530] "GET / HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [22/Apr/2020:15:22:15 +0530] "GET /WebApp-01/CreateNew.jsp HTTP/1.1" 200 5159
0:0:0:0:0:0:0:1 - - [22/Apr/2020:15:22:51 +0530] "GET /WebApp-01/ConfirmDetails.jsp?DB=NJAETTST&agencyid=NJTP&filedate=2020-03-31&trxDate=2020-03-30&ViolType=NOR&NumNotice=1&violnumber=1 HTTP/1.1" 200 2363
0:0:0:0:0:0:0:1 - - [22/Apr/2020:15:23:25 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 200 1916
0:0:0:0:0:0:0:1 - - [22/Apr/2020:15:23:34 +0530] "POST /WebApp-01/moveAndRun.jsp HTTP/1.1" 200 1820
0:0:0:0:0:0:0:1 - - [22/Apr/2020:15:24:06 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 2843
0:0:0:0:0:0:0:1 - - [22/Apr/2020:15:24:27 +0530] "GET /WebApp-01/ExistingViolations.jsp HTTP/1.1" 200 2843
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:19:54 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 2843
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:19:59 +0530] "GET /WebApp-01/CreateNew.jsp HTTP/1.1" 200 5159
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:20:52 +0530] "GET /WebApp-01/ConfirmDetails.jsp?DB=NJAETTST&agencyid=SJTA&filedate=2020-04-04&trxDate=2020-04-02&ViolType=NOR&NumNotice=1&violnumber=1 HTTP/1.1" 200 2363
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:21:20 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 200 1916
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:22:54 +0530] "POST /WebApp-01/moveAndRun.jsp HTTP/1.1" 200 1820
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:23:15 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 3665
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:23:37 +0530] "GET /WebApp-01/CreateNew.jsp HTTP/1.1" 200 5159
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:24:20 +0530] "GET /WebApp-01/ConfirmDetails.jsp?DB=NJAETTST&agencyid=SJTA&filedate=2020-04-05&trxDate=2020-04-04&ViolType=NOR&NumNotice=1&violnumber=1 HTTP/1.1" 200 2363
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:25:12 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 200 1916
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:26:16 +0530] "POST /WebApp-01/moveAndRun.jsp HTTP/1.1" 200 1820
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:26:45 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 3665
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:27:17 +0530] "GET /WebApp-01/CreateNew.jsp HTTP/1.1" 200 5159
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:27:37 +0530] "GET /WebApp-01/ConfirmDetails.jsp?DB=NJAETTST&agencyid=SJTA&filedate=2020-04-16&trxDate=2020-04-14&ViolType=NOR&NumNotice=1&violnumber=1 HTTP/1.1" 200 2363
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:27:52 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 500 2662
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:28:11 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 500 2662
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:28:56 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 500 2929
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:30:30 +0530] "GET /WebApp-01/ConfirmDetails.jsp?DB=NJAETTST&agencyid=SJTA&filedate=2020-04-16&trxDate=2020-04-14&ViolType=NOR&NumNotice=1&violnumber=1 HTTP/1.1" 200 2363
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:31:04 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 200 1916
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:31:29 +0530] "POST /WebApp-01/moveAndRun.jsp HTTP/1.1" 200 1820
0:0:0:0:0:0:0:1 - - [22/Apr/2020:16:32:16 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 3665
